"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2026-02-07,"0.025",51,2026-02-07,"wk inc covid hosp",0,"quantile"
"Central",2026-02-07,"0.1",51,2026-02-07,"wk inc covid hosp",0,"quantile"
"Central",2026-02-07,"0.25",51,2026-02-07,"wk inc covid hosp",0,"quantile"
"Central",2026-02-07,"0.5",52,2026-02-07,"wk inc covid hosp",0,"quantile"
"Central",2026-02-07,"0.75",52,2026-02-07,"wk inc covid hosp",0,"quantile"
"Central",2026-02-07,"0.9",52,2026-02-07,"wk inc covid hosp",0,"quantile"
"Central",2026-02-07,"0.975",52,2026-02-07,"wk inc covid hosp",0,"quantile"
"East",2026-02-07,"0.025",65,2026-02-07,"wk inc covid hosp",0,"quantile"
"East",2026-02-07,"0.1",65,2026-02-07,"wk inc covid hosp",0,"quantile"
"East",2026-02-07,"0.25",65,2026-02-07,"wk inc covid hosp",0,"quantile"
"East",2026-02-07,"0.5",66,2026-02-07,"wk inc covid hosp",0,"quantile"
"East",2026-02-07,"0.75",66,2026-02-07,"wk inc covid hosp",0,"quantile"
"East",2026-02-07,"0.9",66,2026-02-07,"wk inc covid hosp",0,"quantile"
"East",2026-02-07,"0.975",66,2026-02-07,"wk inc covid hosp",0,"quantile"
"North East",2026-02-07,"0.025",18,2026-02-07,"wk inc covid hosp",0,"quantile"
"North East",2026-02-07,"0.1",18,2026-02-07,"wk inc covid hosp",0,"quantile"
"North East",2026-02-07,"0.25",18,2026-02-07,"wk inc covid hosp",0,"quantile"
"North East",2026-02-07,"0.5",19,2026-02-07,"wk inc covid hosp",0,"quantile"
"North East",2026-02-07,"0.75",19,2026-02-07,"wk inc covid hosp",0,"quantile"
"North East",2026-02-07,"0.9",19,2026-02-07,"wk inc covid hosp",0,"quantile"
"North East",2026-02-07,"0.975",19,2026-02-07,"wk inc covid hosp",0,"quantile"
"North West",2026-02-07,"0.025",1,2026-02-07,"wk inc covid hosp",0,"quantile"
"North West",2026-02-07,"0.1",1,2026-02-07,"wk inc covid hosp",0,"quantile"
"North West",2026-02-07,"0.25",1,2026-02-07,"wk inc covid hosp",0,"quantile"
"North West",2026-02-07,"0.5",2,2026-02-07,"wk inc covid hosp",0,"quantile"
"North West",2026-02-07,"0.75",2,2026-02-07,"wk inc covid hosp",0,"quantile"
"North West",2026-02-07,"0.9",2,2026-02-07,"wk inc covid hosp",0,"quantile"
"North West",2026-02-07,"0.975",2,2026-02-07,"wk inc covid hosp",0,"quantile"
"Ontario",2026-02-07,"0.025",294,2026-02-07,"wk inc covid hosp",0,"quantile"
"Ontario",2026-02-07,"0.1",294,2026-02-07,"wk inc covid hosp",0,"quantile"
"Ontario",2026-02-07,"0.25",294,2026-02-07,"wk inc covid hosp",0,"quantile"
"Ontario",2026-02-07,"0.5",294,2026-02-07,"wk inc covid hosp",0,"quantile"
"Ontario",2026-02-07,"0.75",295,2026-02-07,"wk inc covid hosp",0,"quantile"
"Ontario",2026-02-07,"0.9",295,2026-02-07,"wk inc covid hosp",0,"quantile"
"Ontario",2026-02-07,"0.975",295,2026-02-07,"wk inc covid hosp",0,"quantile"
"Toronto",2026-02-07,"0.025",62,2026-02-07,"wk inc covid hosp",0,"quantile"
"Toronto",2026-02-07,"0.1",62,2026-02-07,"wk inc covid hosp",0,"quantile"
"Toronto",2026-02-07,"0.25",62,2026-02-07,"wk inc covid hosp",0,"quantile"
"Toronto",2026-02-07,"0.5",63,2026-02-07,"wk inc covid hosp",0,"quantile"
"Toronto",2026-02-07,"0.75",63,2026-02-07,"wk inc covid hosp",0,"quantile"
"Toronto",2026-02-07,"0.9",63,2026-02-07,"wk inc covid hosp",0,"quantile"
"Toronto",2026-02-07,"0.975",63,2026-02-07,"wk inc covid hosp",0,"quantile"
"West",2026-02-07,"0.025",94,2026-02-07,"wk inc covid hosp",0,"quantile"
"West",2026-02-07,"0.1",94,2026-02-07,"wk inc covid hosp",0,"quantile"
"West",2026-02-07,"0.25",94,2026-02-07,"wk inc covid hosp",0,"quantile"
"West",2026-02-07,"0.5",95,2026-02-07,"wk inc covid hosp",0,"quantile"
"West",2026-02-07,"0.75",95,2026-02-07,"wk inc covid hosp",0,"quantile"
"West",2026-02-07,"0.9",95,2026-02-07,"wk inc covid hosp",0,"quantile"
"West",2026-02-07,"0.975",95,2026-02-07,"wk inc covid hosp",0,"quantile"
"Central",2026-02-14,"0.025",0,2026-02-07,"wk inc covid hosp",1,"quantile"
"Central",2026-02-14,"0.1",29,2026-02-07,"wk inc covid hosp",1,"quantile"
"Central",2026-02-14,"0.25",48,2026-02-07,"wk inc covid hosp",1,"quantile"
"Central",2026-02-14,"0.5",59,2026-02-07,"wk inc covid hosp",1,"quantile"
"Central",2026-02-14,"0.75",69,2026-02-07,"wk inc covid hosp",1,"quantile"
"Central",2026-02-14,"0.9",89,2026-02-07,"wk inc covid hosp",1,"quantile"
"Central",2026-02-14,"0.975",131,2026-02-07,"wk inc covid hosp",1,"quantile"
"East",2026-02-14,"0.025",1,2026-02-07,"wk inc covid hosp",1,"quantile"
"East",2026-02-14,"0.1",43,2026-02-07,"wk inc covid hosp",1,"quantile"
"East",2026-02-14,"0.25",62,2026-02-07,"wk inc covid hosp",1,"quantile"
